Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,MatchID
13,Sun,11/7/2021,15:00 (22:00),Nantes,2.7,2–2,2.3,Strasbourg,"18,853",Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,2122253
13,Sun,11/7/2021,15:00 (22:00),Reims,0.5,0–0,0.9,Monaco,"12,080",Stade Auguste-Delaune II,Jérémie Pignard,2122254
13,Sun,11/7/2021,15:00 (22:00),Lorient,1.6,1–2,2.6,Brest,"14,649",Stade Yves Allainmat - Le Moustoir,Romain Lissorgue,2122255
13,Sun,11/7/2021,15:00 (22:00),Saint-Étienne,2,3–2,0.9,Clermont Foot,,Stade Geoffroy-Guichard,Pierre Gaillouste,2122256
13,Sun,11/7/2021,13:00 (20:00),Marseille,1.7,0–0,1.5,Metz,"61,539",Orange Vélodrome,Jérôme Brisard,2122257
13,Sat,11/6/2021,21:00 (04:00),Bordeaux,1.2,2–3,2,Paris S-G,"41,172",Stade Matmut-Atlantique,Ruddy Buquet,2122258
13,Sat,11/6/2021,17:00 (00:00),Lille,1.4,1–1,1.1,Angers,"33,305",Stade Pierre-Mauroy,François Letexier,2122259
13,Fri,11/5/2021,21:00 (04:00),Lens,3.3,4–0,0.6,Troyes,"35,706",Stade Bollaert-Delelis,Thomas Léonard,2122260
12,Sun,10/31/2021,20:45 (03:45),Clermont Foot,0.8,0–1,1.3,Marseille,"12,240",Stade Gabriel Montpied,Benoît Millot,2122261
12,Sun,10/31/2021,17:00 (00:00),Brest,1.4,2–0,0.5,Monaco,"12,463",Stade Francis-Le Blé,Johan Hamel,2122262
12,Sun,10/31/2021,15:00 (22:00),Strasbourg,2.3,4–0,1.5,Lorient,"24,002",Stade de la Meinau,Florent Batta,2122263
12,Sun,10/31/2021,15:00 (22:00),Montpellier,1.3,2–0,1.1,Nantes,"11,267",Stade de la Mosson,Bastien Dechepy,2122264
12,Sun,10/31/2021,15:00 (22:00),Troyes,2.1,2–2,1.9,Rennes,"8,550",Stade de l'Aube,Jeremy Stinat,2122265
12,Sun,10/31/2021,15:00 (22:00),Bordeaux,1.9,3–2,1.6,Reims,"11,020",Stade Matmut-Atlantique,Eric Wattellier,2122266
12,Sun,10/31/2021,13:00 (20:00),Angers,1.1,1–2,1.1,Nice,"6,788",Stade Raymond Kopa,Willy Delajod,2122267
12,Sat,10/30/2021,21:00 (03:00),Lyon,2.3,2–1,2.3,Lens,"50,373",Groupama Stadium,Mikael Lesage,2122268
12,Sat,10/30/2021,17:00 (23:00),Metz,0.5,1–1,0.6,Saint-Étienne,"15,914",Stade Saint-Symphorien,Stéphanie Frappart,2122269
12,Fri,10/29/2021,21:00 (03:00),Paris S-G,2.3,2–1,2,Lille,"47,874",Parc des Princes,Amaury Delerue,2122270
3,Wed,10/27/2021,21:00 (03:00),Nice,1.9,1–1,0.7,Marseille,,Stade de l'Aube,Clément Turpin,2122271
11,Sun,10/24/2021,20:45 (02:45),Marseille,1.4,0–0,1.5,Paris S-G,"65,121",Orange Vélodrome,Benoît Bastien,2122272
11,Sun,10/24/2021,17:00 (23:00),Monaco,1.4,3–1,1.5,Montpellier,"4,861",Stade Louis II.,François Letexier,2122273
11,Sun,10/24/2021,15:00 (21:00),Reims,1,1–2,1,Troyes,"12,326",Stade Auguste-Delaune II,Pierre Gaillouste,2122274
11,Sun,10/24/2021,15:00 (21:00),Lorient,1.3,1–1,1.3,Bordeaux,"11,678",Stade Yves Allainmat - Le Moustoir,Thomas Léonard,2122275
11,Sun,10/24/2021,15:00 (21:00),Lens,1.9,4–1,0.8,Metz,"35,673",Stade Bollaert-Delelis,Jérémie Pignard,2122276
11,Sun,10/24/2021,15:00 (21:00),Rennes,1.4,1–0,0.8,Strasbourg,"27,185",Roazhon Park,Stéphanie Frappart,2122277
11,Sun,10/24/2021,13:00 (19:00),Nice,2.7,3–2,1.3,Lyon,"24,519",Stade de Nice,Jérôme Brisard,2122278
11,Sat,10/23/2021,21:00 (03:00),Lille,1.7,1–1,1.2,Brest,"32,613",Stade Pierre-Mauroy,Clément Turpin,2122279
11,Sat,10/23/2021,17:00 (23:00),Nantes,1.2,2–1,0.8,Clermont Foot,"19,968",Stade de la Beaujoire - Louis Fonteneau,Romain Lissorgue,2122280
11,Fri,10/22/2021,21:00 (03:00),Saint-Étienne,1.7,2–2,0.7,Angers,"19,836",Stade Geoffroy-Guichard,Antony Gautier,2122281
10,Sun,10/17/2021,20:45 (02:45),Marseille,2.3,4–1,2.4,Lorient,"57,349",Orange Vélodrome,Antony Gautier,2122282
10,Sun,10/17/2021,17:00 (23:00),Montpellier,1.8,1–0,1.3,Lens,"12,474",Stade de la Mosson,Florent Batta,2122283
10,Sun,10/17/2021,15:00 (21:00),Strasbourg,2.2,5–1,1,Saint-Étienne,"25,371",Stade de la Meinau,Mikael Lesage,2122284
10,Sun,10/17/2021,15:00 (21:00),Metz,0.9,0–3,2.1,Rennes,"15,679",Stade Saint-Symphorien,Benoît Millot,2122285
10,Sun,10/17/2021,15:00 (21:00),Bordeaux,0.8,1–1,1.1,Nantes,"39,510",Stade Matmut-Atlantique,Willy Delajod,2122286
10,Sun,10/17/2021,15:00 (21:00),Brest,1,1–1,0.9,Reims,"9,693",Stade Francis-Le Blé,Jeremy Stinat,2122287
10,Sun,10/17/2021,13:00 (19:00),Troyes,0.9,1–0,0.7,Nice,"7,925",Stade de l'Aube,Johan Hamel,2122288
10,Sat,10/16/2021,21:00 (03:00),Lyon,2.6,2–0,0.9,Monaco,"50,585",Groupama Stadium,Amaury Delerue,2122289
10,Sat,10/16/2021,17:00 (23:00),Clermont Foot,0.3,1–0,1.1,Lille,"11,537",Stade Gabriel Montpied,Eric Wattellier,2122290
10,Fri,10/15/2021,21:00 (03:00),Paris S-G,2.1,2–1,1,Angers,"47,646",Parc des Princes,Bastien Dechepy,2122291
9,Sun,10/3/2021,20:45 (02:45),Saint-Étienne,2.6,1–1,1.6,Lyon,"33,643",Stade Geoffroy-Guichard,François Letexier,2122292
9,Sun,10/3/2021,17:00 (23:00),Lille,3.1,2–0,0.6,Marseille,"44,839",Stade Pierre-Mauroy,Jérémie Pignard,2122293
9,Sun,10/3/2021,15:00 (21:00),Nantes,1.7,2–0,1.5,Troyes,"15,150",Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,2122294
9,Sun,10/3/2021,15:00 (21:00),Angers,2.6,3–2,1.2,Metz,"3,989",Stade Raymond Kopa,Stéphanie Frappart,2122295
9,Sun,10/3/2021,15:00 (21:00),Monaco,1.8,3–0,0.3,Bordeaux,"3,667",Stade Louis II.,Clément Turpin,2122296
9,Sun,10/3/2021,15:00 (21:00),Lorient,0.7,1–1,1.2,Clermont Foot,"12,611",Stade Yves Allainmat - Le Moustoir,Pierre Gaillouste,2122297
9,Sun,10/3/2021,13:00 (19:00),Rennes,1,2–0,1.6,Paris S-G,"28,092",Roazhon Park,Ruddy Buquet,2122298
9,Sat,10/2/2021,21:00 (03:00),Nice,4,2–1,0.6,Brest,"13,503",Stade de Nice,António Nobre,2122299
9,Sat,10/2/2021,17:00 (23:00),Montpellier,1,1–1,0.4,Strasbourg,"9,851",Stade de la Mosson,Hakim Ben El Hadj Salem,2122300
9,Fri,10/1/2021,21:00 (03:00),Lens,2.4,2–0,0.2,Reims,,Stade Bollaert-Delelis,Benoît Bastien,2122301
8,Sun,9/26/2021,20:45 (02:45),Marseille,1.9,2–3,1.9,Lens,"50,001",Orange Vélodrome,Mikael Lesage,2122302
8,Sun,9/26/2021,17:00 (23:00),Clermont Foot,1.3,1–3,1.8,Monaco,"11,529",Stade Gabriel Montpied,Benoît Millot,2122303
8,Sun,9/26/2021,15:00 (21:00),Reims,1,3–1,0.8,Nantes,280,Stade Auguste-Delaune II,Eric Wattellier,2122304
8,Sun,9/26/2021,15:00 (21:00),Brest,1.4,1–2,0.5,Metz,"10,398",Stade Francis-Le Blé,Willy Delajod,2122305
8,Sun,9/26/2021,15:00 (21:00),Troyes,1.4,1–1,1.3,Angers,"6,868",Stade de l'Aube,Thomas Léonard,2122306
8,Sun,9/26/2021,13:00 (19:00),Bordeaux,0.8,1–1,2.1,Rennes,"16,675",Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,2122307
8,Sat,9/25/2021,21:00 (03:00),Lyon,1.2,1–1,0.8,Lorient,"36,424",Groupama Stadium,Bastien Dechepy,2122308
8,Sat,9/25/2021,21:00 (03:00),Paris S-G,2.3,2–0,0.3,Montpellier,"47,408",Parc des Princes,Antony Gautier,2122309
8,Sat,9/25/2021,19:00 (01:00),Strasbourg,0.6,1–2,2.3,Lille,"23,762",Stade de la Meinau,François Letexier,2122310
8,Sat,9/25/2021,17:00 (23:00),Saint-Étienne,0.7,0–3,2.5,Nice,"19,980",Stade Geoffroy-Guichard,Amaury Delerue,2122311
7,Wed,9/22/2021,21:00 (03:00),Metz,0.9,1–2,1.3,Paris S-G,"2,661",Stade Saint-Symphorien,Jérémie Pignard,2122312
7,Wed,9/22/2021,21:00 (03:00),Angers,0.5,0–0,0.8,Marseille,"12,458",Stade Raymond Kopa,Ruddy Buquet,2122313
7,Wed,9/22/2021,21:00 (03:00),Lorient,0.4,1–0,2.5,Nice,"10,687",Stade Yves Allainmat - Le Moustoir,Romain Lissorgue,2122314
7,Wed,9/22/2021,21:00 (03:00),Lens,2,0–1,1.2,Strasbourg,,Stade Bollaert-Delelis,Jeremy Stinat,2122315
7,Wed,9/22/2021,21:00 (03:00),Lyon,1.9,3–1,1.6,Troyes,"29,714",Groupama Stadium,Stéphanie Frappart,2122316
7,Wed,9/22/2021,19:00 (01:00),Monaco,1.9,3–1,0.4,Saint-Étienne,"3,579",Stade Louis II.,Jérôme Brisard,2122317
7,Wed,9/22/2021,19:00 (01:00),Montpellier,1.6,3–3,1.3,Bordeaux,"9,585",Stade de la Mosson,Mikael Lesage,2122318
7,Wed,9/22/2021,19:00 (01:00),Lille,1,2–1,1.4,Reims,"32,604",Stade Pierre-Mauroy,Johan Hamel,2122319
7,Wed,9/22/2021,19:00 (01:00),Nantes,1.4,3–1,1.1,Brest,"19,676",Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,2122320
7,Wed,9/22/2021,19:00 (01:00),Rennes,2.6,6–0,0.3,Clermont Foot,"24,109",Roazhon Park,Benoît Bastien,2122321
6,Sun,9/19/2021,20:45 (02:45),Paris S-G,1.9,2–1,0.8,Lyon,"47,611",Parc des Princes,Clément Turpin,2122322
6,Sun,9/19/2021,17:00 (23:00),Marseille,2.2,2–0,1.7,Rennes,"54,188",Orange Vélodrome,Willy Delajod,2122323
6,Sun,9/19/2021,15:00 (21:00),Angers,0.9,1–4,2.2,Nantes,"9,046",Stade Raymond Kopa,Amaury Delerue,2122324
6,Sun,9/19/2021,15:00 (21:00),Reims,1,0–0,0.4,Lorient,"9,443",Stade Auguste-Delaune II,Hakim Ben El Hadj Salem,2122325
6,Sun,9/19/2021,15:00 (21:00),Clermont Foot,1.2,1–1,0.5,Brest,"11,224",Stade Gabriel Montpied,Bastien Dechepy,2122326
6,Sun,9/19/2021,15:00 (21:00),Troyes,0.9,1–1,0.3,Montpellier,"7,405",Stade de l'Aube,Florent Batta,2122327
6,Sun,9/19/2021,13:00 (19:00),Nice,1.8,2–2,2.4,Monaco,,Stade de Nice,François Letexier,2122328
6,Sat,9/18/2021,21:00 (03:00),Saint-Étienne,1.6,1–2,2.3,Bordeaux,"23,869",Stade Geoffroy-Guichard,Antony Gautier,2122329
6,Sat,9/18/2021,17:00 (23:00),Lens,1.2,1–0,0.8,Lille,"36,512",Stade Bollaert-Delelis,Benoît Millot,2122330
6,Fri,9/17/2021,21:00 (03:00),Strasbourg,2.2,3–0,0.9,Metz,"25,437",Stade de la Meinau,Eric Wattellier,2122331
5,Sun,9/12/2021,20:45 (02:45),Lyon,1.7,3–1,1.8,Strasbourg,"33,267",Groupama Stadium,Ruddy Buquet,2122332
5,Sun,9/12/2021,17:00 (23:00),Nantes,2,0–2,1.7,Nice,"14,597",Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,2122333
5,Sun,9/12/2021,15:00 (21:00),Metz,0.9,0–2,1,Troyes,"15,269",Stade Saint-Symphorien,Pierre Gaillouste,2122334
5,Sun,9/12/2021,15:00 (21:00),Brest,1.6,1–1,1.2,Angers,"10,982",Stade Francis-Le Blé,Jeremy Stinat,2122335
5,Sun,9/12/2021,15:00 (21:00),Bordeaux,0.8,2–3,2.5,Lens,"19,763",Stade Matmut-Atlantique,Luís Godinho,2122336
5,Sun,9/12/2021,15:00 (21:00),Rennes,0.8,0–2,0.7,Reims,"24,486",Roazhon Park,Thomas Léonard,2122337
5,Sun,9/12/2021,13:00 (19:00),Montpellier,0.9,2–0,1,Saint-Étienne,"10,402",Stade de la Mosson,Benoît Bastien,2122338
5,Sat,9/11/2021,21:00 (03:00),Monaco,1,0–2,1.8,Marseille,"8,615",Stade Louis II.,Stéphanie Frappart,2122339
5,Sat,9/11/2021,17:00 (23:00),Paris S-G,2.3,4–0,1.2,Clermont Foot,"47,329",Parc des Princes,Mikael Lesage,2122340
5,Fri,9/10/2021,21:00 (03:00),Lorient,2.1,2–1,1.4,Lille,"10,271",Stade Yves Allainmat - Le Moustoir,Clément Turpin,2122341
4,Sun,8/29/2021,20:45 (02:45),Reims,0.8,0–2,1.5,Paris S-G,"20,525",Stade Auguste-Delaune II,François Letexier,2122342
4,Sun,8/29/2021,17:00 (23:00),Lille,1.7,2–1,0.5,Montpellier,"28,859",Stade Pierre-Mauroy,Amaury Delerue,2122343
4,Sun,8/29/2021,15:00 (21:00),Clermont Foot,1.7,2–2,1.5,Metz,"11,274",Stade Gabriel Montpied,Hakim Ben El Hadj Salem,2122344
4,Sun,8/29/2021,15:00 (21:00),Lens,1.9,2–2,2,Lorient,"35,029",Stade Bollaert-Delelis,Willy Delajod,2122345
4,Sun,8/29/2021,15:00 (21:00),Angers,2.3,2–0,1.4,Rennes,"6,473",Stade Raymond Kopa,Antony Gautier,2122346
4,Sun,8/29/2021,15:00 (21:00),Strasbourg,1.5,3–1,1,Brest,"22,341",Stade de la Meinau,Romain Lissorgue,2122347
4,Sun,8/29/2021,13:00 (19:00),Troyes,1,1–2,1.9,Monaco,"9,866",Stade de l'Aube,Johan Hamel,2122348
4,Sat,8/28/2021,21:00 (03:00),Marseille,2.4,3–1,1.3,Saint-Étienne,"55,039",Orange Vélodrome,Benoît Millot,2122349
4,Sat,8/28/2021,17:00 (23:00),Nice,2.7,4–0,1.2,Bordeaux,,Stade de Nice,Jérémie Pignard,2122350
4,Fri,8/27/2021,21:00 (03:00),Nantes,1.7,0–1,1.4,Lyon,"23,177",Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,2122351
3,Sun,8/22/2021,17:00 (23:00),Rennes,1.4,1–0,0.5,Nantes,"27,569",Roazhon Park,Stéphanie Frappart,2122352
3,Sun,8/22/2021,15:00 (21:00),Bordeaux,0.9,1–1,1,Angers,"18,281",Stade Matmut-Atlantique,Pierre Gaillouste,2122353
3,Sun,8/22/2021,15:00 (21:00),Montpellier,3.3,3–1,0.6,Lorient,"6,527",Stade de la Mosson,Bastien Dechepy,2122354
3,Sun,8/22/2021,15:00 (21:00),Metz,0.6,1–1,1.1,Reims,"14,799",Stade Saint-Symphorien,Florent Batta,2122355
3,Sun,8/22/2021,15:00 (21:00),Strasbourg,2.6,1–1,1.4,Troyes,"22,185",Stade de la Meinau,Jérôme Brisard,2122356
3,Sun,8/22/2021,13:00 (19:00),Lyon,4,3–3,1.5,Clermont Foot,"34,713",Groupama Stadium,Thomas Léonard,2122357
3,Sat,8/21/2021,21:00 (03:00),Saint-Étienne,0.6,1–1,1,Lille,"20,673",Stade Geoffroy-Guichard,Mikael Lesage,2122358
3,Sat,8/21/2021,17:00 (23:00),Monaco,0.5,0–2,0.7,Lens,"6,483",Stade Louis II.,Jérémie Pignard,2122359
3,Fri,8/20/2021,21:00 (03:00),Brest,1.4,2–4,1.1,Paris S-G,"14,586",Stade Francis-Le Blé,Eric Wattellier,2122360
2,Sun,8/15/2021,20:45 (02:45),Marseille,1.4,2–2,0.4,Bordeaux,"50,000",Orange Vélodrome,Ruddy Buquet,2122361
2,Sun,8/15/2021,17:00 (23:00),Lens,1.9,2–2,1.1,Saint-Étienne,"35,541",Stade Bollaert-Delelis,Amaury Delerue,2122362
2,Sun,8/15/2021,15:00 (21:00),Reims,2,3–3,1.9,Montpellier,"8,887",Stade Auguste-Delaune II,Jeremy Stinat,2122363
2,Sun,8/15/2021,15:00 (21:00),Nantes,1.6,2–0,0.8,Metz,"12,054",Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,2122364
2,Sun,8/15/2021,15:00 (21:00),Brest,2,1–1,1.2,Rennes,"14,271",Stade Francis-Le Blé,Benoît Bastien,2122365
2,Sun,8/15/2021,15:00 (21:00),Clermont Foot,2.3,2–0,0.6,Troyes,"11,005",Stade Gabriel Montpied,Romain Lissorgue,2122366
2,Sun,8/15/2021,13:00 (19:00),Angers,2.1,3–0,0.9,Lyon,"6,154",Stade Raymond Kopa,Clément Turpin,2122367
2,Sat,8/14/2021,21:00 (03:00),Paris S-G,3.2,4–2,0.7,Strasbourg,"46,962",Parc des Princes,Willy Delajod,2122368
2,Sat,8/14/2021,17:00 (23:00),Lille,1.2,0–4,2,Nice,"30,144",Stade Pierre-Mauroy,Jérôme Brisard,2122369
2,Fri,8/13/2021,21:00 (03:00),Lorient,0.8,1–0,1.3,Monaco,"12,149",Stade Yves Allainmat - Le Moustoir,Hakim Ben El Hadj Salem,2122370
1,Sun,8/8/2021,20:45 (02:45),Montpellier,0.6,2–3,2.4,Marseille,"13,500",Stade de la Mosson,Jérémie Pignard,2122371
1,Sun,8/8/2021,17:00 (23:00),Metz,1.2,3–3,1.4,Lille,"15,551",Stade Saint-Symphorien,Eric Wattellier,2122372
1,Sun,8/8/2021,15:00 (21:00),Saint-Étienne,2,1–1,0.8,Lorient,"20,461",Stade Geoffroy-Guichard,Thomas Léonard,2122373
1,Sun,8/8/2021,15:00 (21:00),Nice,1.1,0–0,0.2,Reims,"18,030",Stade de Nice,Johan Hamel,2122374
1,Sun,8/8/2021,15:00 (21:00),Strasbourg,0.7,0–2,1,Angers,"23,250",Stade de la Meinau,Jeremy Stinat,2122375
1,Sun,8/8/2021,15:00 (21:00),Bordeaux,1,0–2,3.5,Clermont Foot,"18,748",Stade Matmut-Atlantique,Florent Batta,2122376
1,Sun,8/8/2021,13:00 (19:00),Rennes,1,1–1,1.9,Lens,"22,567",Roazhon Park,Bastien Dechepy,2122377
1,Sat,8/7/2021,21:00 (03:00),Troyes,0.8,1–2,1.4,Paris S-G,"15,248",Stade de l'Aube,Amaury Delerue,2122378
1,Sat,8/7/2021,17:00 (23:00),Lyon,1.8,1–1,1,Brest,"29,018",Groupama Stadium,Mikael Lesage,2122379
1,Fri,8/6/2021,21:00 (03:00),Monaco,1.7,1–1,0.3,Nantes,"7,500",Stade Louis II.,Antony Gautier,2122380
